	DocID,IntClass,BinClass,MatchingTopicID,MatchingTopicScore,RawTopicScores
	1,1,1,0,43.591973417460416,[(0, 43.591973417460416), (1, -255.4638566323859), (2, -7.034283134004901), (3, -14.195986964674875)]
	2,1,1,0,55.00263044667295,[(0, 55.00263044667295), (1, -395.274789888263), (2, -54.403298699340795), (3, -290.70153926075415)]
	3,1,1,3,243.34748845789005,[(0, 76.77030081519453), (1, -479.7701295767526), (2, -23.017773539545363), (3, 243.34748845789005)]
	4,1,1,0,25.916107500780157,[(0, 25.916107500780157), (1, -157.3846654880394), (2, -5.076615524416845), (3, -13.447422724429265)]
	5,1,1,3,56.84993271632003,[(0, 28.467154498408863), (1, -167.7919835454552), (2, 1.2057959310792292), (3, 56.84993271632003)]
	6,2,1,2,37.721223180213705,[(0, 17.957371958633246), (1, -26.338128167574745), (2, 37.721223180213705), (3, -9.696965009359188)]
	7,2,1,2,66.44967561269176,[(0, 24.439148661721134), (1, -35.37031684603924), (2, 66.44967561269176), (3, -21.32039038288913)]
	8,2,1,2,193.4331695015372,[(0, 38.516917137604985), (1, -66.30555327850892), (2, 193.4331695015372), (3, -75.94599998888735)]
	9,2,1,2,31.714036971453737,[(0, 9.460327506706724), (1, -18.004831167611048), (2, 31.714036971453737), (3, -12.973481720204862)]
	10,2,1,2,32.412967426307986,[(0, 14.825742635439568), (1, -18.99722017731634), (2, 32.412967426307986), (3, -2.1124083441290455)]
	11,3,1,2,243.64848167279987,[(0, 143.25455718522437), (1, -22.582583693528953), (2, 243.64848167279987), (3, 5.95947226837155)]
	12,3,1,0,925.2954212519132,[(0, 925.2954212519132), (1, 91.56508580555776), (2, -117.46156048826674), (3, -5.922256732726397)]
	13,3,1,2,73.55230404877993,[(0, 68.05373375144627), (1, -9.686487871752705), (2, 73.55230404877993), (3, 1.7730733519730217)]
	14,3,1,0,219.95153627604864,[(0, 219.95153627604864), (1, 13.790028550396707), (2, 32.80310522365689), (3, 6.053078091919506)]
	15,3,1,2,250.50492773472905,[(0, 224.3197501471339), (1, -4.259997971112722), (2, 250.50492773472905), (3, 16.070713106865398)]
